"Position";"VisiPos";"Status";"F-Nr";"Adresse";"Meldung_DE_DE";"Hilfetext_DE_DE";
"PFT01-3810";"";"0";"1962";"245.1";"";"";
"PFT01-3810";"";"0";"1963";"245.2";"";"";
"PFT01-3810";"";"0";"1964";"245.3";"";"";
"PFT01-3810";"";"0";"1965";"245.4";"";"";
"PFT01-3810";"";"0";"1966";"245.5";"";"";
"PFT01-3810";"";"0";"1967";"245.6";"";"";
"PFT01-3810";"";"0";"1968";"245.7";"";"";
"PFT01-3810";"";"0";"1969";"246.0";"";"";
"PFT01-3810";"";"0";"1970";"246.1";"";"";
"PFT01-3811";"";"2";"1971";"246.2";"Rollenförderer: Verbindung zum Antrieb unterbrochen";"";
"PFT01-3811";"";"2";"1972";"246.3";"Rollenförderer: Umrichter gestört";"";
"PFT01-3811";"";"2";"1973";"246.4";"Rollenförderer: Ladeeinheit Bewegung fehlerhaft";"";
"PFT01-3811";"";"2";"1974";"246.5";"1.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3811";"";"2";"1975";"246.6";"1.Platz: Auftragsfehler";"";
"PFT01-3811";"";"2";"1976";"246.7";"2.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3811";"";"2";"1977";"247.0";"2.Platz: Auftragsfehler";"";
"PFT01-3811";"";"2";"1978";"247.1";"3.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3811";"";"2";"1979";"247.2";"3.Platz: Auftragsfehler";"";
"PFT01-3811";"";"4";"1980";"247.3";"3.Platz: Ladeeinheit wartet auf neue Zielposition";"";
"PFT01-3811";"";"0";"1981";"247.4";"";"";
"PFT01-3811";"";"0";"1982";"247.5";"";"";
"PFT01-3811";"";"0";"1983";"247.6";"";"";
"PFT01-3811";"";"0";"1984";"247.7";"";"";
"PFT01-3811";"";"0";"1985";"248.0";"";"";
"PFT01-3811";"";"0";"1986";"248.1";"";"";
"PFT01-3811";"";"0";"1987";"248.2";"";"";
"PFT01-3811";"";"0";"1988";"248.3";"";"";
"PFT01-3811";"";"0";"1989";"248.4";"";"";
"PFT01-3811";"";"0";"1990";"248.5";"";"";
"PFT01-3900";"";"0";"1991";"248.6";"";"";
"PFT01-3900";"PFT01-39";"1";"1992";"248.7";"Schaltschrank 38.08.SCH1: Wartungsschalter ausgeschaltet";"";
"PFT01-3900";"PFT01-39";"1";"1993";"249.0";"Schaltschrank 38.05.SCH1: Wartungsschalter ausgeschaltet";"";
"PFT01-3900";"PFT01-39";"1";"1994";"249.1";"Schaltschrank 38.02.SCH1: Wartungsschalter ausgeschaltet";"";
"PFT01-3900";"PFT01-39";"1";"1995";"249.2";"Schaltschrank 38.11.SCH1: Wartungsschalter ausgeschaltet";"";
"PFT01-3900";"PFT01-39";"2";"1996";"249.3";"Schaltschrank 40.08.SCH1: Sicherungsautomat ausgelöst";"";
"PFT01-3900";"PFT01-39";"2";"1997";"249.4";"Schaltschrank 40.08.SCH1: Netzschütz abgefallen";"";
"PFT01-3900";"PFT01-39";"2";"1998";"249.5";"Schaltschrank 40.08.SCH1: Überwachung Netzschütz ausgelöst";"";
"PFT01-3900";"";"0";"1999";"249.6";"";"";
"PFT01-3900";"";"0";"2000";"249.7";"";"";
"PFT01-3900";"";"0";"2001";"250.0";"";"";
"PFT01-3900";"";"0";"2002";"250.1";"";"";
"PFT01-3900";"";"0";"2003";"250.2";"";"";
"PFT01-3900";"";"0";"2004";"250.3";"";"";
"PFT01-3900";"";"0";"2005";"250.4";"";"";
"PFT01-3900";"";"0";"2006";"250.5";"";"";
"PFT01-3900";"";"0";"2007";"250.6";"";"";
"PFT01-3900";"";"0";"2008";"250.7";"";"";
"PFT01-3900";"";"0";"2009";"251.0";"";"";
"PFT01-3900";"";"0";"2010";"251.1";"";"";
"PFT01-3901";"";"2";"2011";"251.2";"Rollenförderer: Verbindung zum Antrieb unterbrochen";"";
"PFT01-3901";"";"2";"2012";"251.3";"Rollenförderer: Umrichter gestört";"";
"PFT01-3901";"";"2";"2013";"251.4";"Rollenförderer: Ladeeinheit Bewegung fehlerhaft";"";
"PFT01-3901";"PFT01-3704";"2";"2014";"251.5";"Spaltkontrolle ausgelöst";"";
"PFT01-3901";"";"2";"2015";"251.6";"Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3901";"";"2";"2016";"251.7";"Auftragsfehler";"";
"PFT01-3901";"";"4";"2017";"252.0";"Ladeeinheit wartet auf neue Zielposition";"";
"PFT01-3901";"";"0";"2018";"252.1";"";"";
"PFT01-3901";"";"0";"2019";"252.2";"";"";
"PFT01-3901";"";"0";"2020";"252.3";"";"";
"PFT01-3901";"";"0";"2021";"252.4";"";"";
"PFT01-3901";"";"0";"2022";"252.5";"";"";
"PFT01-3901";"";"0";"2023";"252.6";"";"";
"PFT01-3901";"";"0";"2024";"252.7";"";"";
"PFT01-3901";"";"0";"2025";"253.0";"";"";
"PFT01-3901";"";"0";"2026";"253.1";"";"";
"PFT01-3901";"";"0";"2027";"253.2";"";"";
"PFT01-3901";"";"0";"2028";"253.3";"";"";
"PFT01-3901";"";"0";"2029";"253.4";"";"";
"PFT01-3901";"";"0";"2030";"253.5";"";"";
"PFT01-3902";"";"2";"2031";"253.6";"Rollenförderer: Verbindung zum Antrieb unterbrochen";"";
"PFT01-3902";"";"2";"2032";"253.7";"Rollenförderer: Umrichter gestört";"";
"PFT01-3902";"";"2";"2033";"254.0";"Rollenförderer: Ladeeinheit Bewegung fehlerhaft";"";
"PFT01-3902";"";"2";"2034";"254.1";"1.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3902";"";"2";"2035";"254.2";"1.Platz: Auftragsfehler";"";
"PFT01-3902";"";"2";"2036";"254.3";"2.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3902";"";"2";"2037";"254.4";"2.Platz: Auftragsfehler";"";
"PFT01-3902";"";"2";"2038";"254.5";"3.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3902";"";"2";"2039";"254.6";"3.Platz: Auftragsfehler";"";
"PFT01-3902";"";"0";"2040";"254.7";"";"";
"PFT01-3902";"";"0";"2041";"255.0";"";"";
"PFT01-3902";"";"0";"2042";"255.1";"";"";
"PFT01-3902";"";"0";"2043";"255.2";"";"";
"PFT01-3902";"";"0";"2044";"255.3";"";"";
"PFT01-3902";"";"0";"2045";"255.4";"";"";
"PFT01-3902";"";"0";"2046";"255.5";"";"";
"PFT01-3902";"";"0";"2047";"255.6";"";"";
"PFT01-3902";"";"0";"2048";"255.7";"";"";
"PFT01-3902";"";"0";"2049";"256.0";"";"";
"PFT01-3902";"";"0";"2050";"256.1";"";"";
"PFT01-3903";"";"2";"2051";"256.2";"Rollenförderer: Verbindung zum Antrieb unterbrochen";"";
"PFT01-3903";"";"2";"2052";"256.3";"Rollenförderer: Umrichter gestört";"";
"PFT01-3903";"";"2";"2053";"256.4";"Rollenförderer: Ladeeinheit Bewegung fehlerhaft";"";
"PFT01-3903";"";"2";"2054";"256.5";"1.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3903";"";"2";"2055";"256.6";"1.Platz: Auftragsfehler";"";
"PFT01-3903";"";"2";"2056";"256.7";"2.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3903";"";"2";"2057";"257.0";"2.Platz: Auftragsfehler";"";
"PFT01-3903";"";"2";"2058";"257.1";"3.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3903";"";"2";"2059";"257.2";"3.Platz: Auftragsfehler";"";
"PFT01-3903";"";"0";"2060";"257.3";"";"";
"PFT01-3903";"";"0";"2061";"257.4";"";"";
"PFT01-3903";"";"0";"2062";"257.5";"";"";
"PFT01-3903";"";"0";"2063";"257.6";"";"";
"PFT01-3903";"";"0";"2064";"257.7";"";"";
"PFT01-3903";"";"0";"2065";"258.0";"";"";
"PFT01-3903";"";"0";"2066";"258.1";"";"";
"PFT01-3903";"";"0";"2067";"258.2";"";"";
"PFT01-3903";"";"0";"2068";"258.3";"";"";
"PFT01-3903";"";"0";"2069";"258.4";"";"";
"PFT01-3903";"";"0";"2070";"258.5";"";"";
"PFT01-3904";"";"2";"2071";"258.6";"Rollenförderer: Verbindung zum Antrieb unterbrochen";"";
"PFT01-3904";"";"2";"2072";"258.7";"Rollenförderer: Umrichter gestört";"";
"PFT01-3904";"";"2";"2073";"259.0";"Rollenförderer: Ladeeinheit Bewegung fehlerhaft";"";
"PFT01-3904";"";"2";"2074";"259.1";"1.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3904";"";"2";"2075";"259.2";"1.Platz: Auftragsfehler";"";
"PFT01-3904";"";"2";"2076";"259.3";"2.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3904";"";"2";"2077";"259.4";"2.Platz: Auftragsfehler";"";
"PFT01-3904";"";"2";"2078";"259.5";"3.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3904";"";"2";"2079";"259.6";"3.Platz: Auftragsfehler";"";
"PFT01-3904";"";"0";"2080";"259.7";"";"";
"PFT01-3904";"";"0";"2081";"260.0";"";"";
"PFT01-3904";"";"0";"2082";"260.1";"";"";
"PFT01-3904";"";"0";"2083";"260.2";"";"";
"PFT01-3904";"";"0";"2084";"260.3";"";"";
"PFT01-3904";"";"0";"2085";"260.4";"";"";
"PFT01-3904";"";"0";"2086";"260.5";"";"";
"PFT01-3904";"";"0";"2087";"260.6";"";"";
"PFT01-3904";"";"0";"2088";"260.7";"";"";
"PFT01-3904";"";"0";"2089";"261.0";"";"";
"PFT01-3904";"";"0";"2090";"261.1";"";"";
"PFT01-3905";"";"2";"2091";"261.2";"Rollenförderer: Verbindung zum Antrieb unterbrochen";"";
"PFT01-3905";"";"2";"2092";"261.3";"Rollenförderer: Umrichter gestört";"";
"PFT01-3905";"";"2";"2093";"261.4";"Rollenförderer: Ladeeinheit Bewegung fehlerhaft";"";
"PFT01-3905";"";"2";"2094";"261.5";"1.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3905";"";"2";"2095";"261.6";"1.Platz: Auftragsfehler";"";
"PFT01-3905";"";"2";"2096";"261.7";"2.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3905";"";"2";"2097";"262.0";"2.Platz: Auftragsfehler";"";
"PFT01-3905";"";"2";"2098";"262.1";"3.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3905";"";"2";"2099";"262.2";"3.Platz: Auftragsfehler";"";
"PFT01-3905";"";"0";"2100";"262.3";"";"";
"PFT01-3905";"";"0";"2101";"262.4";"";"";
"PFT01-3905";"";"0";"2102";"262.5";"";"";
"PFT01-3905";"";"0";"2103";"262.6";"";"";
"PFT01-3905";"";"0";"2104";"262.7";"";"";
"PFT01-3905";"";"0";"2105";"263.0";"";"";
"PFT01-3905";"";"0";"2106";"263.1";"";"";
"PFT01-3905";"";"0";"2107";"263.2";"";"";
"PFT01-3905";"";"0";"2108";"263.3";"";"";
"PFT01-3905";"";"0";"2109";"263.4";"";"";
"PFT01-3905";"";"0";"2110";"263.5";"";"";
"PFT01-3906";"";"2";"2111";"263.6";"Rollenförderer: Verbindung zum Antrieb unterbrochen";"";
"PFT01-3906";"";"2";"2112";"263.7";"Rollenförderer: Umrichter gestört";"";
"PFT01-3906";"";"2";"2113";"264.0";"Rollenförderer: Ladeeinheit Bewegung fehlerhaft";"";
"PFT01-3906";"";"2";"2114";"264.1";"1.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3906";"";"2";"2115";"264.2";"1.Platz: Auftragsfehler";"";
"PFT01-3906";"";"2";"2116";"264.3";"2.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3906";"";"2";"2117";"264.4";"2.Platz: Auftragsfehler";"";
"PFT01-3906";"";"2";"2118";"264.5";"3.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3906";"";"2";"2119";"264.6";"3.Platz: Auftragsfehler";"";
"PFT01-3906";"";"0";"2120";"264.7";"";"";
"PFT01-3906";"";"0";"2121";"265.0";"";"";
"PFT01-3906";"";"0";"2122";"265.1";"";"";
"PFT01-3906";"";"0";"2123";"265.2";"";"";
"PFT01-3906";"";"0";"2124";"265.3";"";"";
"PFT01-3906";"";"0";"2125";"265.4";"";"";
"PFT01-3906";"";"0";"2126";"265.5";"";"";
"PFT01-3906";"";"0";"2127";"265.6";"";"";
"PFT01-3906";"";"0";"2128";"265.7";"";"";
"PFT01-3906";"";"0";"2129";"266.0";"";"";
"PFT01-3906";"";"0";"2130";"266.1";"";"";
"PFT01-3907";"";"2";"2131";"266.2";"Rollenförderer: Verbindung zum Antrieb unterbrochen";"";
"PFT01-3907";"";"2";"2132";"266.3";"Rollenförderer: Umrichter gestört";"";
"PFT01-3907";"";"2";"2133";"266.4";"Rollenförderer: Ladeeinheit Bewegung fehlerhaft";"";
"PFT01-3907";"";"2";"2134";"266.5";"1.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3907";"";"2";"2135";"266.6";"1.Platz: Auftragsfehler";"";
"PFT01-3907";"";"2";"2136";"266.7";"2.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3907";"";"2";"2137";"267.0";"2.Platz: Auftragsfehler";"";
"PFT01-3907";"";"2";"2138";"267.1";"3.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3907";"";"2";"2139";"267.2";"3.Platz: Auftragsfehler";"";
"PFT01-3907";"";"0";"2140";"267.3";"";"";
"PFT01-3907";"";"0";"2141";"267.4";"";"";
"PFT01-3907";"";"0";"2142";"267.5";"";"";
"PFT01-3907";"";"0";"2143";"267.6";"";"";
"PFT01-3907";"";"0";"2144";"267.7";"";"";
"PFT01-3907";"";"0";"2145";"268.0";"";"";
"PFT01-3907";"";"0";"2146";"268.1";"";"";
"PFT01-3907";"";"0";"2147";"268.2";"";"";
"PFT01-3907";"";"0";"2148";"268.3";"";"";
"PFT01-3907";"";"0";"2149";"268.4";"";"";
"PFT01-3907";"";"0";"2150";"268.5";"";"";
"PFT01-3908";"";"2";"2151";"268.6";"Rollenförderer: Verbindung zum Antrieb unterbrochen";"";
"PFT01-3908";"";"2";"2152";"268.7";"Rollenförderer: Umrichter gestört";"";
"PFT01-3908";"";"2";"2153";"269.0";"Rollenförderer: Ladeeinheit Bewegung fehlerhaft";"";
"PFT01-3908";"";"2";"2154";"269.1";"1.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3908";"";"2";"2155";"269.2";"1.Platz: Auftragsfehler";"";
"PFT01-3908";"";"2";"2156";"269.3";"2.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3908";"";"2";"2157";"269.4";"2.Platz: Auftragsfehler";"";
"PFT01-3908";"";"2";"2158";"269.5";"3.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3908";"";"2";"2159";"269.6";"3.Platz: Auftragsfehler";"";
"PFT01-3908";"";"0";"2160";"269.7";"";"";
"PFT01-3908";"";"0";"2161";"270.0";"";"";
"PFT01-3908";"";"0";"2162";"270.1";"";"";
"PFT01-3908";"";"0";"2163";"270.2";"";"";
"PFT01-3908";"";"0";"2164";"270.3";"";"";
"PFT01-3908";"";"0";"2165";"270.4";"";"";
"PFT01-3908";"";"0";"2166";"270.5";"";"";
"PFT01-3908";"";"0";"2167";"270.6";"";"";
"PFT01-3908";"";"0";"2168";"270.7";"";"";
"PFT01-3908";"";"0";"2169";"271.0";"";"";
"PFT01-3908";"";"0";"2170";"271.1";"";"";
"PFT01-3909";"";"2";"2171";"271.2";"Rollenförderer: Verbindung zum Antrieb unterbrochen";"";
"PFT01-3909";"";"2";"2172";"271.3";"Rollenförderer: Umrichter gestört";"";
"PFT01-3909";"";"2";"2173";"271.4";"Rollenförderer: Ladeeinheit Bewegung fehlerhaft";"";
"PFT01-3909";"";"2";"2174";"271.5";"1.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3909";"";"2";"2175";"271.6";"1.Platz: Auftragsfehler";"";
"PFT01-3909";"";"2";"2176";"271.7";"2.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3909";"";"2";"2177";"272.0";"2.Platz: Auftragsfehler";"";
"PFT01-3909";"";"2";"2178";"272.1";"3.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3909";"";"2";"2179";"272.2";"3.Platz: Auftragsfehler";"";
"PFT01-3909";"";"0";"2180";"272.3";"";"";
"PFT01-3909";"";"0";"2181";"272.4";"";"";
"PFT01-3909";"";"0";"2182";"272.5";"";"";
"PFT01-3909";"";"0";"2183";"272.6";"";"";
"PFT01-3909";"";"0";"2184";"272.7";"";"";
"PFT01-3909";"";"0";"2185";"273.0";"";"";
"PFT01-3909";"";"0";"2186";"273.1";"";"";
"PFT01-3909";"";"0";"2187";"273.2";"";"";
"PFT01-3909";"";"0";"2188";"273.3";"";"";
"PFT01-3909";"";"0";"2189";"273.4";"";"";
"PFT01-3909";"";"0";"2190";"273.5";"";"";
"PFT01-3910";"";"2";"2191";"273.6";"Rollenförderer: Verbindung zum Antrieb unterbrochen";"";
"PFT01-3910";"";"2";"2192";"273.7";"Rollenförderer: Umrichter gestört";"";
"PFT01-3910";"";"2";"2193";"274.0";"Rollenförderer: Ladeeinheit Bewegung fehlerhaft";"";
"PFT01-3910";"";"2";"2194";"274.1";"1.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3910";"";"2";"2195";"274.2";"1.Platz: Auftragsfehler";"";
"PFT01-3910";"";"2";"2196";"274.3";"2.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3910";"";"2";"2197";"274.4";"2.Platz: Auftragsfehler";"";
"PFT01-3910";"";"2";"2198";"274.5";"3.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3910";"";"2";"2199";"274.6";"3.Platz: Auftragsfehler";"";
"PFT01-3910";"";"0";"2200";"274.7";"";"";
"PFT01-3910";"";"0";"2201";"275.0";"";"";
"PFT01-3910";"";"0";"2202";"275.1";"";"";
"PFT01-3910";"";"0";"2203";"275.2";"";"";
"PFT01-3910";"";"0";"2204";"275.3";"";"";
"PFT01-3910";"";"0";"2205";"275.4";"";"";
"PFT01-3910";"";"0";"2206";"275.5";"";"";
"PFT01-3910";"";"0";"2207";"275.6";"";"";
"PFT01-3910";"";"0";"2208";"275.7";"";"";
"PFT01-3910";"";"0";"2209";"276.0";"";"";
"PFT01-3910";"";"0";"2210";"276.1";"";"";
"PFT01-3911";"";"2";"2211";"276.2";"Rollenförderer: Verbindung zum Antrieb unterbrochen";"";
"PFT01-3911";"";"2";"2212";"276.3";"Rollenförderer: Umrichter gestört";"";
"PFT01-3911";"";"2";"2213";"276.4";"Rollenförderer: Ladeeinheit Bewegung fehlerhaft";"";
"PFT01-3911";"";"2";"2214";"276.5";"1.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3911";"";"2";"2215";"276.6";"1.Platz: Auftragsfehler";"";
"PFT01-3911";"";"2";"2216";"276.7";"2.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3911";"";"2";"2217";"277.0";"2.Platz: Auftragsfehler";"";
"PFT01-3911";"";"2";"2218";"277.1";"3.Platz: Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3911";"";"2";"2219";"277.2";"3.Platz: Auftragsfehler";"";
"PFT01-3911";"";"4";"2220";"277.3";"3.Platz: Ladeeinheit wartet auf neue Zielposition";"";
"PFT01-3911";"";"0";"2221";"277.4";"";"";
"PFT01-3911";"";"0";"2222";"277.5";"";"";
"PFT01-3911";"";"0";"2223";"277.6";"";"";
"PFT01-3911";"";"0";"2224";"277.7";"";"";
"PFT01-3911";"";"0";"2225";"278.0";"";"";
"PFT01-3911";"";"0";"2226";"278.1";"";"";
"PFT01-3911";"";"0";"2227";"278.2";"";"";
"PFT01-3911";"";"0";"2228";"278.3";"";"";
"PFT01-3911";"";"0";"2229";"278.4";"";"";
"PFT01-3911";"";"0";"2230";"278.5";"";"";
"PFT01-4000";"PFT01-4005; PFT01-4006; PFT01-4007; PFT01-4008 ";"1";"2231";"278.6";"Schaltschrank 40.08.SCH1: Handbetrieb aktiv";"";
"PFT01-4000";"PFT01-4008";"4";"2232";"278.7";"Schaltschrank 40.08.SCH1: HMI gestört";"";
"PFT01-4000";"PFT01-4008";"4";"2233";"279.0";"Schaltschrank 40.08.SCH1: Verbindung zum HMI unterbrochen";"";
"PFT01-4000";"PFT01-40";"1";"2234";"279.1";"Schaltschrank 38.11.SCH1: Wartungsschalter ausgeschaltet";"";
"PFT01-4000";"PFT01-40";"1";"2235";"279.2";"Schaltschrank 40.08.SCH1: Wartungsschalter ausgeschaltet";"";
"PFT01-4000";"PFT01-40";"2";"2236";"279.3";"Schaltschrank 40.08.SCH1: Sicherungsautomat ausgelöst";"";
"PFT01-4000";"PFT01-40";"2";"2237";"279.4";"Schaltschrank 40.08.SCH1: Netzschütz abgefallen";"";
"PFT01-4000";"PFT01-40";"2";"2238";"279.5";"Schaltschrank 40.08.SCH1: Überwachung Netzschütz ausgelöst";"";
"PFT01-4000";"";"0";"2239";"279.6";"";"";
"PFT01-4000";"";"0";"2240";"279.7";"";"";
"PFT01-4000";"";"0";"2241";"280.0";"";"";
"PFT01-4000";"";"0";"2242";"280.1";"";"";
"PFT01-4000";"";"0";"2243";"280.2";"";"";
"PFT01-4000";"";"0";"2244";"280.3";"";"";
"PFT01-4000";"";"0";"2245";"280.4";"";"";
"PFT01-4000";"";"0";"2246";"280.5";"";"";
"PFT01-4000";"";"0";"2247";"280.6";"";"";
"PFT01-4000";"";"0";"2248";"280.7";"";"";
"PFT01-4000";"";"0";"2249";"281.0";"";"";
"PFT01-4000";"";"0";"2250";"281.1";"";"";
"PFT01-4001";"";"2";"2251";"281.2";"Rollenförderer: Verbindung zum Antrieb unterbrochen";"";
"PFT01-4001";"";"2";"2252";"281.3";"Rollenförderer: Umrichter gestört";"";
"PFT01-4001";"";"2";"2253";"281.4";"Rollenförderer: Ladeeinheit Bewegung fehlerhaft";"";
"PFT01-4001";"";"2";"2254";"281.5";"Hubwerk: Verbindung zum Antrieb unterbrochen";"";
"PFT01-4001";"";"2";"2255";"281.6";"Hubwerk: Umrichter gestört";"";
"PFT01-4001";"";"2";"2256";"281.7";"Hubwerk: Endlage nicht erreicht";"";
"PFT01-4001";"";"2";"2257";"282.0";"Hubwerk: Endlage nicht plausibel";"";
"PFT01-4001";"";"2";"2258";"282.1";"Belegt mit unbekannter Ladeeinheit";"";
"PFT01-4001";"";"2";"2259";"282.2";"Auftragsfehler";"";
"PFT01-4001";"";"0";"2260";"282.3";"";"";
"PFT01-4001";"";"0";"2261";"282.4";"";"";
"PFT01-4001";"";"0";"2262";"282.5";"";"";
"PFT01-4001";"";"0";"2263";"282.6";"";"";
"PFT01-4001";"";"0";"2264";"282.7";"";"";
"PFT01-4001";"";"0";"2265";"283.0";"";"";
"PFT01-4001";"";"0";"2266";"283.1";"";"";
"PFT01-4001";"";"0";"2267";"283.2";"";"";
"PFT01-4001";"";"0";"2268";"283.3";"";"";
"PFT01-4001";"";"0";"2269";"283.4";"";"";
"PFT01-4001";"";"0";"2270";"283.5";"";"";
"PFT01-4002";"";"2";"2271";"283.6";"Kettenförderer: Verbindung zum Antrieb unterbrochen";"";
"PFT01-4002";"";"2";"2272";"283.7";"Kettenförderer: Umrichter gestört";"";
"PFT01-4002";"";"2";"2273";"284.0";"Kettenförderer: Ladeeinheit Bewegung fehlerhaft";"";
"PFT01-4002";"";"2";"2274";"284.1";"Belegt mit unbekannter Ladeeinheit";"";
"PFT01-4002";"";"2";"2275";"284.2";"Auftragsfehler";"";
"PFT01-4002";"";"0";"2276";"284.3";"";"";
"PFT01-4002";"";"0";"2277";"284.4";"";"";
"PFT01-4002";"";"0";"2278";"284.5";"";"";
"PFT01-4002";"";"0";"2279";"284.6";"";"";
"PFT01-4002";"";"0";"2280";"284.7";"";"";
"PFT01-4002";"";"0";"2281";"285.0";"";"";
"PFT01-4002";"";"0";"2282";"285.1";"";"";
"PFT01-4002";"";"0";"2283";"285.2";"";"";
"PFT01-4002";"";"0";"2284";"285.3";"";"";
"PFT01-4002";"";"0";"2285";"285.4";"";"";
"PFT01-4002";"";"0";"2286";"285.5";"";"";
"PFT01-4002";"";"0";"2287";"285.6";"";"";
"PFT01-4002";"";"0";"2288";"285.7";"";"";
"PFT01-4002";"";"0";"2289";"286.0";"";"";
"PFT01-4002";"";"0";"2290";"286.1";"";"";
"PFT01-4003";"";"2";"2291";"286.2";"Rollenförderer: Verbindung zum Antrieb unterbrochen";"";
"PFT01-4003";"";"2";"2292";"286.3";"Rollenförderer: Umrichter gestört";"";
"PFT01-4003";"";"2";"2293";"286.4";"Rollenförderer: Ladeeinheit Bewegung fehlerhaft";"";
"PFT01-4003";"";"2";"2294";"286.5";"Hubwerk: Verbindung zum Antrieb unterbrochen";"";
"PFT01-4003";"";"2";"2295";"286.6";"Hubwerk: Umrichter gestört";"";
"PFT01-4003";"";"2";"2296";"286.7";"Hubwerk: Endlage nicht erreicht";"";
"PFT01-4003";"";"2";"2297";"287.0";"Hubwerk: Endlage nicht plausibel";"";
"PFT01-4003";"";"2";"2298";"287.1";"Belegt mit unbekannter Ladeeinheit";"";
"PFT01-4003";"";"2";"2299";"287.2";"Auftragsfehler";"";
"PFT01-4003";"";"0";"2300";"287.3";"";"";
"PFT01-4003";"";"0";"2301";"287.4";"";"";
"PFT01-4003";"";"0";"2302";"287.5";"";"";
"PFT01-4003";"";"0";"2303";"287.6";"";"";
"PFT01-4003";"";"0";"2304";"287.7";"";"";
"PFT01-4003";"";"0";"2305";"288.0";"";"";
"PFT01-4003";"";"0";"2306";"288.1";"";"";
"PFT01-4003";"";"0";"2307";"288.2";"";"";
"PFT01-4003";"";"0";"2308";"288.3";"";"";
"PFT01-4003";"";"0";"2309";"288.4";"";"";
"PFT01-4003";"";"0";"2310";"288.5";"";"";
"PFT01-4004";"";"1";"2311";"288.6";"Schaltschrank 40.04.SCH1: Wartungsschalter ausgeschaltet";"";
"PFT01-4004";"";"2";"2312";"288.7";"Rollenförderer: Verbindung zum Antrieb unterbrochen";"";
"PFT01-4004";"";"2";"2313";"289.0";"Rollenförderer: Umrichter gestört";"";
"PFT01-4004";"";"2";"2314";"289.1";"Rollenförderer: Ladeeinheit Bewegung fehlerhaft";"";
"PFT01-4004";"";"4";"2315";"289.2";"Brandschutztor: Brandalarm";"";
"PFT01-4004";"";"2";"2316";"289.3";"Brandschutztor gestört";"";
"PFT01-4004";"";"2";"2317";"289.4";"Brandschutztor: Endlage nicht erreicht";"";
"PFT01-4004";"";"2";"2318";"289.5";"Brandschutztor: Endlage nicht plausibel";"";
"PFT01-4004";"";"2";"2319";"289.6";"Brandschutztor: Handbetrieb aktiv";"";
"PFT01-4004";"";"2";"2320";"289.7";"Belegt mit unbekannter Ladeeinheit";"";
"PFT01-4004";"";"2";"2321";"290.0";"Auftragsfehler";"";
"PFT01-4004";"";"0";"2322";"290.1";"";"";
"PFT01-4004";"";"0";"2323";"290.2";"";"";
"PFT01-4004";"";"0";"2324";"290.3";"";"";
"PFT01-4004";"";"0";"2325";"290.4";"";"";
"PFT01-4004";"";"0";"2326";"290.5";"";"";
"PFT01-4004";"";"0";"2327";"290.6";"";"";
"PFT01-4004";"";"0";"2328";"290.7";"";"";
"PFT01-4004";"";"0";"2329";"291.0";"";"";
"PFT01-4004";"";"0";"2330";"291.1";"";"";
"PFT01-4005";"";"1";"2331";"291.2";"Schaltschrank 40.05.SCH1: Wartungsschalter ausgeschaltet";"";
"PFT01-4005";"";"2";"2332";"291.3";"Rollenförderer: Verbindung zum Antrieb unterbrochen";"";
