"Position";"VisiPos";"Status";"F-Nr";"Adresse";"Meldung_DE_DE";"Hilfetext_DE_DE";
"PFT01-3306";"";"0";"1269";"158.4";"";"";
"PFT01-3306";"";"0";"1270";"158.5";"";"";
"PFT01-3306";"";"0";"1271";"158.6";"";"";
"PFT01-3306";"";"0";"1272";"158.7";"";"";
"PFT01-3306";"";"0";"1273";"159.0";"";"";
"PFT01-3306";"";"0";"1274";"159.1";"";"";
"PFT01-3306";"";"0";"1275";"159.2";"";"";
"PFT01-3306";"";"0";"1276";"159.3";"";"";
"PFT01-3306";"";"0";"1277";"159.4";"";"";
"PFT01-3306";"";"0";"1278";"159.5";"";"";
"PFT01-3306";"";"0";"1279";"159.6";"";"";
"PFT01-3306";"";"0";"1280";"159.7";"";"";
"PFT01-3307";"";"2";"1281";"160.0";"Rollenförderer: Verbindung zum Antrieb unterbrochen";"";
"PFT01-3307";"";"2";"1282";"160.1";"Rollenförderer: Umrichter gestört";"";
"PFT01-3307";"";"2";"1283";"160.2";"Rollenförderer: Ladeeinheit Bewegung fehlerhaft";"";
"PFT01-3307";"";"2";"1284";"160.3";"Spaltkontrolle ausgelöst";"";
"PFT01-3307";"";"2";"1285";"160.4";"Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3307";"";"2";"1286";"160.5";"Auftragsfehler";"";
"PFT01-3307";"";"0";"1287";"160.6";"";"";
"PFT01-3307";"";"0";"1288";"160.7";"";"";
"PFT01-3307";"";"0";"1289";"161.0";"";"";
"PFT01-3307";"";"0";"1290";"161.1";"";"";
"PFT01-3307";"";"0";"1291";"161.2";"";"";
"PFT01-3307";"";"0";"1292";"161.3";"";"";
"PFT01-3307";"";"0";"1293";"161.4";"";"";
"PFT01-3307";"";"0";"1294";"161.5";"";"";
"PFT01-3307";"";"0";"1295";"161.6";"";"";
"PFT01-3307";"";"0";"1296";"161.7";"";"";
"PFT01-3307";"";"0";"1297";"162.0";"";"";
"PFT01-3307";"";"0";"1298";"162.1";"";"";
"PFT01-3307";"";"0";"1299";"162.2";"";"";
"PFT01-3307";"";"0";"1300";"162.3";"";"";
"PFT01-3400";"PFT01-3401";"1";"1301";"162.4";"Schaltschrank 34.02.SCH1: Handbetrieb aktiv";"";
"PFT01-3400";"PFT01-3402";"4";"1302";"162.5";"Schaltschrank 34.02.SCH1: Taster 'Zustimmung' gestört";"";
"PFT01-3400";"PFT01-34";"1";"1303";"162.6";"Schaltschrank 33.06.SCH1: Wartungsschalter ausgeschaltet";"";
"PFT01-3400";"PFT01-34";"1";"1304";"162.7";"Schaltschrank 35.02.SCH1: Wartungsschalter ausgeschaltet";"";
"PFT01-3400";"PFT01-34";"2";"1305";"163.0";"Schaltschrank 35.00.SCH1: Sicherungsautomat ausgelöst";"";
"PFT01-3400";"PFT01-34";"2";"1306";"163.1";"Schaltschrank 35.00.SCH1: Netzschütz abgefallen";"";
"PFT01-3400";"PFT01-34";"2";"1307";"163.2";"Schaltschrank 35.00.SCH1: Überwachung Netzschütz ausgelöst";"";
"PFT01-3400";"PFT01-34";"2";"1308";"163.3";"Schaltschrank 35.00.SCH1: Überwachung Stoppschütz ausgelöst";"";
"PFT01-3400";"";"0";"1309";"163.4";"";"";
"PFT01-3400";"";"0";"1310";"163.5";"";"";
"PFT01-3400";"";"0";"1311";"163.6";"";"";
"PFT01-3400";"";"0";"1312";"163.7";"";"";
"PFT01-3400";"";"0";"1313";"164.0";"";"";
"PFT01-3400";"";"0";"1314";"164.1";"";"";
"PFT01-3400";"";"0";"1315";"164.2";"";"";
"PFT01-3400";"";"0";"1316";"164.3";"";"";
"PFT01-3400";"";"0";"1317";"164.4";"";"";
"PFT01-3400";"";"0";"1318";"164.5";"";"";
"PFT01-3400";"";"0";"1319";"164.6";"";"";
"PFT01-3400";"";"0";"1320";"164.7";"";"";
"PFT01-3401";"PFT01-34";"2";"1321";"165.0";"Schaltschrank 35.00.SCH1: Hubwerk: Überwachung Bremsschütz ausgelöst";"";
"PFT01-3401";"PFT01-34";"2";"1322";"165.1";"Schaltschrank 35.00.SCH1: Hubwerk: Temperatur Bremswiderstand zu hoch";"";
"PFT01-3401";"PFT01-34";"2";"1323";"165.2";"Schaltschrank 35.00.SCH1: Hubwerk: Überwachung Safe Torque Off am Umrichter ausgelöst";"";
"PFT01-3401";"PFT01-34";"2";"1324";"165.3";"Schaltschrank 35.00.SCH1: Hubwerk: Verbindung zum Umrichter unterbrochen";"";
"PFT01-3401";"PFT01-34";"2";"1325";"165.4";"Schaltschrank 35.00.SCH1: Hubwerk: Umrichter gestört";"";
"PFT01-3401";"PFT01-34";"1";"1326";"165.5";"Schaltschrank 35.00.SCH1: Sicherheitsfunktionen überbrückt";"";
"PFT01-3401";"PFT01-34";"2";"1327";"165.6";"Schaltschrank 35.00.SCH1: Sicherheitsfunktionen im Automatikbetrieb überbrückt";"";
"PFT01-3401";"PFT01-34";"2";"1328";"165.7";"Hubwerk: Verbindung zur Referenz Wegmessung unterbrochen";"";
"PFT01-3401";"PFT01-34";"2";"1329";"166.0";"Hubwerk: Referenz Wegmessung gestört";"";
"PFT01-3401";"PFT01-34";"2";"1330";"166.1";"Hubwerk: Wegmessungen nicht plausibel";"";
"PFT01-3401";"PFT01-34";"2";"1331";"166.2";"Hubwerk: Wegmesssprung zu groß";"";
"PFT01-3401";"PFT01-34";"2";"1332";"166.3";"Hubwerk: Software Notendschalter ausgelöst";"";
"PFT01-3401";"PFT01-34";"2";"1333";"166.4";"Hubwerk: Zielpunkt nicht plausibel";"";
"PFT01-3401";"PFT01-34";"2";"1334";"166.5";"Hubwerk: Geschwindigkeitsmessungen nicht plausibel";"";
"PFT01-3401";"PFT01-34";"2";"1335";"166.6";"Hubwerk: maximale Geschwindigkeit im Handbetrieb überschritten";"";
"PFT01-3401";"PFT01-34";"2";"1336";"166.7";"Hubwerk: maximale Geschwindigkeit im Automatikbetrieb überschritten";"";
"PFT01-3401";"PFT01-34";"2";"1337";"167.0";"Hubwerk: Grenzkurve ausgelöst";"";
"PFT01-3401";"PFT01-34";"2";"1338";"167.1";"LTW kontaktieren";"";
"PFT01-3401";"PFT01-34";"4";"1339";"167.2";"Service erforderlich";"";
"PFT01-3401";"PFT01-34";"2";"1340";"167.3";"Spaltkontrolle extern ausgelöst";"";
"PFT01-3401";"PFT01-34";"2";"1341";"167.4";"Hubwerk: Lastmessung gestört";"";
"PFT01-3401";"PFT01-34";"2";"1342";"167.5";"Hubwerk: Nennlast überschritten";"";
"PFT01-3401";"PFT01-34";"2";"1343";"167.6";"Hubwerk: Leerlast unterschritten";"";
"PFT01-3401";"PFT01-34";"2";"1344";"167.7";"Hubwerk: Nennlast Überwachung ausgelöst";"";
"PFT01-3401";"PFT01-34";"2";"1345";"168.0";"Hubwerk: Leerlast Überwachung ausgelöst";"";
"PFT01-3401";"PFT01-34";"2";"1346";"168.1";"Hubwerk: Begrenzerseilüberwachung ausgelöst";"";
"PFT01-3401";"PFT01-34";"2";"1347";"168.2";"Hubwerk: Riemenüberwachung ausgelöst";"";
"PFT01-3401";"PFT01-34";"2";"1348";"168.3";"Hubwerk: Fangüberwachung ausgelöst";"";
"PFT01-3401";"";"0";"1349";"168.4";"";"";
"PFT01-3401";"";"0";"1350";"168.5";"";"";
"PFT01-3401";"";"0";"1351";"168.6";"";"";
"PFT01-3401";"";"0";"1352";"168.7";"";"";
"PFT01-3401";"";"0";"1353";"169.0";"";"";
"PFT01-3401";"";"0";"1354";"169.1";"";"";
"PFT01-3401";"";"0";"1355";"169.2";"";"";
"PFT01-3401";"";"0";"1356";"169.3";"";"";
"PFT01-3401";"";"0";"1357";"169.4";"";"";
"PFT01-3401";"";"0";"1358";"169.5";"";"";
"PFT01-3401";"";"0";"1359";"169.6";"";"";
"PFT01-3401";"";"0";"1360";"169.7";"";"";
"PFT01-3402";"";"2";"1361";"170.0";"Rollenförderer: Verbindung zum Antrieb unterbrochen";"";
"PFT01-3402";"";"2";"1362";"170.1";"Rollenförderer: Umrichter gestört";"";
"PFT01-3402";"";"2";"1363";"170.2";"Rollenförderer: Ladeeinheit Bewegung fehlerhaft";"";
"PFT01-3402";"";"2";"1364";"170.3";"Verbindung zum Feldmodul 5/2A unterbrochen";"";
"PFT01-3402";"";"2";"1365";"170.4";"Spaltkontrolle zu Pos.33.7 ausgelöst";"";
"PFT01-3402";"";"2";"1366";"170.5";"Spaltkontrolle zu Pos.35.1 ausgelöst";"";
"PFT01-3402";"";"2";"1367";"170.6";"Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3402";"";"2";"1368";"170.7";"Auftragsfehler";"";
"PFT01-3402";"";"0";"1369";"171.0";"";"";
"PFT01-3402";"";"0";"1370";"171.1";"";"";
"PFT01-3402";"";"0";"1371";"171.2";"";"";
"PFT01-3402";"";"0";"1372";"171.3";"";"";
"PFT01-3402";"";"0";"1373";"171.4";"";"";
"PFT01-3402";"";"0";"1374";"171.5";"";"";
"PFT01-3402";"";"0";"1375";"171.6";"";"";
"PFT01-3402";"";"0";"1376";"171.7";"";"";
"PFT01-3402";"";"0";"1377";"172.0";"";"";
"PFT01-3402";"";"0";"1378";"172.1";"";"";
"PFT01-3402";"";"0";"1379";"172.2";"";"";
"PFT01-3402";"";"0";"1380";"172.3";"";"";
"PFT01-3500";"PFT01-34; PFT01-3501; PFT01-3502; PFT01-3503; PFT01-3504; PFT01-3505; PFT01-3506";"1";"1381";"172.4";"Schaltschrank 35.02.SCH1: Handbetrieb aktiv";"";
"PFT01-3500";"PFT01-3503; PFT01-3504; PFT01-3505; PFT01-3506; PFT01-3507; PFT01-3508";"1";"1382";"172.5";"Schaltschrank 35.07.SCH1: Handbetrieb aktiv";"";
"PFT01-3500";"PFT01-3502";"4";"1383";"172.6";"Schaltschrank 35.02.SCH1: HMI gestört";"";
"PFT01-3500";"PFT01-3502";"4";"1384";"172.7";"Schaltschrank 35.02.SCH1: Verbindung zum HMI unterbrochen";"";
"PFT01-3500";"PFT01-3507";"4";"1385";"173.0";"Schaltschrank 35.07.SCH1: HMI gestört";"";
"PFT01-3500";"PFT01-3507";"4";"1386";"173.1";"Schaltschrank 35.07.SCH1: Verbindung zum HMI unterbrochen";"";
"PFT01-3500";"PFT01-3502";"4";"1387";"173.2";"Schaltschrank 35.02.SCH1: Taster 'Zustimmung' gestört";"";
"PFT01-3500";"PFT01-35";"1";"1388";"173.3";"Schaltschrank 35.07.SCH1: Wartungsschalter ausgeschaltet";"";
"PFT01-3500";"PFT01-35";"1";"1389";"173.4";"Schaltschrank 35.02.SCH1: Wartungsschalter ausgeschaltet";"";
"PFT01-3500";"PFT01-35";"2";"1390";"173.5";"Schaltschrank 35.00.SCH1: Sicherungsautomat ausgelöst";"";
"PFT01-3500";"PFT01-35";"2";"1391";"173.6";"Schaltschrank 35.00.SCH1: Netzschütz abgefallen";"";
"PFT01-3500";"PFT01-35";"2";"1392";"173.7";"Schaltschrank 35.00.SCH1: Überwachung Netzschütz ausgelöst";"";
"PFT01-3500";"";"0";"1393";"174.0";"";"";
"PFT01-3500";"";"0";"1394";"174.1";"";"";
"PFT01-3500";"";"0";"1395";"174.2";"";"";
"PFT01-3500";"";"0";"1396";"174.3";"";"";
"PFT01-3500";"";"0";"1397";"174.4";"";"";
"PFT01-3500";"";"0";"1398";"174.5";"";"";
"PFT01-3500";"";"0";"1399";"174.6";"";"";
"PFT01-3500";"";"0";"1400";"174.7";"";"";
"PFT01-3501";"";"2";"1401";"175.0";"Rollenförderer: Verbindung zum Antrieb unterbrochen";"";
"PFT01-3501";"";"2";"1402";"175.1";"Rollenförderer: Umrichter gestört";"";
"PFT01-3501";"";"2";"1403";"175.2";"Rollenförderer: Ladeeinheit Bewegung fehlerhaft";"";
"PFT01-3501";"";"2";"1404";"175.3";"Verbindung zum Feldmodul 5/2B unterbrochen";"";
"PFT01-3501";"";"2";"1405";"175.4";"Spaltkontrolle ausgelöst";"";
"PFT01-3501";"";"2";"1406";"175.5";"Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3501";"";"2";"1407";"175.6";"Auftragsfehler";"";
"PFT01-3501";"";"0";"1408";"175.7";"";"";
"PFT01-3501";"";"0";"1409";"176.0";"";"";
"PFT01-3501";"";"0";"1410";"176.1";"";"";
"PFT01-3501";"";"0";"1411";"176.2";"";"";
"PFT01-3501";"";"0";"1412";"176.3";"";"";
"PFT01-3501";"";"0";"1413";"176.4";"";"";
"PFT01-3501";"";"0";"1414";"176.5";"";"";
"PFT01-3501";"";"0";"1415";"176.6";"";"";
"PFT01-3501";"";"0";"1416";"176.7";"";"";
"PFT01-3501";"";"0";"1417";"177.0";"";"";
"PFT01-3501";"";"0";"1418";"177.1";"";"";
"PFT01-3501";"";"0";"1419";"177.2";"";"";
"PFT01-3501";"";"0";"1420";"177.3";"";"";
"PFT01-3502";"";"2";"1421";"177.4";"Rollenförderer: Verbindung zum Antrieb unterbrochen";"";
"PFT01-3502";"";"2";"1422";"177.5";"Rollenförderer: Umrichter gestört";"";
"PFT01-3502";"";"2";"1423";"177.6";"Rollenförderer: Ladeeinheit Bewegung fehlerhaft";"";
"PFT01-3502";"";"2";"1424";"177.7";"Kältetor: Endlage nicht erreicht";"";
"PFT01-3502";"";"2";"1425";"178.0";"Kältetor: Endlage nicht plausibel";"";
"PFT01-3502";"";"2";"1426";"178.1";"Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3502";"";"2";"1427";"178.2";"Auftragsfehler";"";
"PFT01-3502";"";"0";"1428";"178.3";"";"";
"PFT01-3502";"";"0";"1429";"178.4";"";"";
"PFT01-3502";"";"0";"1430";"178.5";"";"";
"PFT01-3502";"";"0";"1431";"178.6";"";"";
"PFT01-3502";"";"0";"1432";"178.7";"";"";
"PFT01-3502";"";"0";"1433";"179.0";"";"";
"PFT01-3502";"";"0";"1434";"179.1";"";"";
"PFT01-3502";"";"0";"1435";"179.2";"";"";
"PFT01-3502";"";"0";"1436";"179.3";"";"";
"PFT01-3502";"";"0";"1437";"179.4";"";"";
"PFT01-3502";"";"0";"1438";"179.5";"";"";
"PFT01-3502";"";"0";"1439";"179.6";"";"";
"PFT01-3502";"";"0";"1440";"179.7";"";"";
"PFT01-3503";"";"2";"1441";"180.0";"Rollenförderer: Verbindung zum Antrieb unterbrochen";"";
"PFT01-3503";"";"2";"1442";"180.1";"Rollenförderer: Umrichter gestört";"";
"PFT01-3503";"";"2";"1443";"180.2";"Rollenförderer: Ladeeinheit Bewegung fehlerhaft";"";
"PFT01-3503";"";"2";"1444";"180.3";"Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3503";"";"2";"1445";"180.4";"Auftragsfehler";"";
"PFT01-3503";"";"0";"1446";"180.5";"";"";
"PFT01-3503";"";"0";"1447";"180.6";"";"";
"PFT01-3503";"";"0";"1448";"180.7";"";"";
"PFT01-3503";"";"0";"1449";"181.0";"";"";
"PFT01-3503";"";"0";"1450";"181.1";"";"";
"PFT01-3503";"";"0";"1451";"181.2";"";"";
"PFT01-3503";"";"0";"1452";"181.3";"";"";
"PFT01-3503";"";"0";"1453";"181.4";"";"";
"PFT01-3503";"";"0";"1454";"181.5";"";"";
"PFT01-3503";"";"0";"1455";"181.6";"";"";
"PFT01-3503";"";"0";"1456";"181.7";"";"";
"PFT01-3503";"";"0";"1457";"182.0";"";"";
"PFT01-3503";"";"0";"1458";"182.1";"";"";
"PFT01-3503";"";"0";"1459";"182.2";"";"";
"PFT01-3503";"";"0";"1460";"182.3";"";"";
"PFT01-3504";"";"2";"1461";"182.4";"Rollenförderer: Verbindung zum Antrieb unterbrochen";"";
"PFT01-3504";"";"2";"1462";"182.5";"Rollenförderer: Umrichter gestört";"";
"PFT01-3504";"";"2";"1463";"182.6";"Rollenförderer: Ladeeinheit Bewegung fehlerhaft";"";
"PFT01-3504";"PFT01-3505";"2";"1464";"182.7";"Spaltkontrolle ausgelöst";"";
"PFT01-3504";"";"2";"1465";"183.0";"Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3504";"";"2";"1466";"183.1";"Auftragsfehler";"";
"PFT01-3504";"";"0";"1467";"183.2";"";"";
"PFT01-3504";"";"0";"1468";"183.3";"";"";
"PFT01-3504";"";"0";"1469";"183.4";"";"";
"PFT01-3504";"";"0";"1470";"183.5";"";"";
"PFT01-3504";"";"0";"1471";"183.6";"";"";
"PFT01-3504";"";"0";"1472";"183.7";"";"";
"PFT01-3504";"";"0";"1473";"184.0";"";"";
"PFT01-3504";"";"0";"1474";"184.1";"";"";
"PFT01-3504";"";"0";"1475";"184.2";"";"";
"PFT01-3504";"";"0";"1476";"184.3";"";"";
"PFT01-3504";"";"0";"1477";"184.4";"";"";
"PFT01-3504";"";"0";"1478";"184.5";"";"";
"PFT01-3504";"";"0";"1479";"184.6";"";"";
"PFT01-3504";"";"0";"1480";"184.7";"";"";
"PFT01-3505";"";"2";"1481";"185.0";"Drehtisch: Verbindung zum Antrieb unterbrochen";"";
"PFT01-3505";"";"2";"1482";"185.1";"Drehtisch: Umrichter gestört";"";
"PFT01-3505";"";"2";"1483";"185.2";"Drehtisch: Endlage nicht erreicht";"";
"PFT01-3505";"";"2";"1484";"185.3";"Drehtisch: Endlage nicht plausibel";"";
"PFT01-3505";"";"2";"1485";"185.4";"Rollenförderer: Verbindung zum Antrieb unterbrochen";"";
"PFT01-3505";"";"2";"1486";"185.5";"Rollenförderer: Umrichter gestört";"";
"PFT01-3505";"";"2";"1487";"185.6";"Rollenförderer: Ladeeinheit Bewegung fehlerhaft";"";
"PFT01-3505";"";"2";"1488";"185.7";"Verbindung zum Feldmodul 5/9A unterbrochen";"";
"PFT01-3505";"";"2";"1489";"186.0";"Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3505";"";"2";"1490";"186.1";"Auftragsfehler";"";
"PFT01-3505";"";"0";"1491";"186.2";"";"";
"PFT01-3505";"";"0";"1492";"186.3";"";"";
"PFT01-3505";"";"0";"1493";"186.4";"";"";
"PFT01-3505";"";"0";"1494";"186.5";"";"";
"PFT01-3505";"";"0";"1495";"186.6";"";"";
"PFT01-3505";"";"0";"1496";"186.7";"";"";
"PFT01-3505";"";"0";"1497";"187.0";"";"";
"PFT01-3505";"";"0";"1498";"187.1";"";"";
"PFT01-3505";"";"0";"1499";"187.2";"";"";
"PFT01-3505";"";"0";"1500";"187.3";"";"";
"PFT01-3506";"";"2";"1501";"187.4";"Rollenförderer: Verbindung zum Antrieb unterbrochen";"";
"PFT01-3506";"";"2";"1502";"187.5";"Rollenförderer: Umrichter gestört";"";
"PFT01-3506";"";"2";"1503";"187.6";"Rollenförderer: Ladeeinheit Bewegung fehlerhaft";"";
"PFT01-3506";"PFT01-3505";"2";"1504";"187.7";"Spaltkontrolle ausgelöst";"";
"PFT01-3506";"";"2";"1505";"188.0";"Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3506";"";"2";"1506";"188.1";"Auftragsfehler";"";
"PFT01-3506";"";"0";"1507";"188.2";"";"";
"PFT01-3506";"";"0";"1508";"188.3";"";"";
"PFT01-3506";"";"0";"1509";"188.4";"";"";
"PFT01-3506";"";"0";"1510";"188.5";"";"";
"PFT01-3506";"";"0";"1511";"188.6";"";"";
"PFT01-3506";"";"0";"1512";"188.7";"";"";
"PFT01-3506";"";"0";"1513";"189.0";"";"";
"PFT01-3506";"";"0";"1514";"189.1";"";"";
"PFT01-3506";"";"0";"1515";"189.2";"";"";
"PFT01-3506";"";"0";"1516";"189.3";"";"";
"PFT01-3506";"";"0";"1517";"189.4";"";"";
"PFT01-3506";"";"0";"1518";"189.5";"";"";
"PFT01-3506";"";"0";"1519";"189.6";"";"";
"PFT01-3506";"";"0";"1520";"189.7";"";"";
"PFT01-3507";"";"2";"1521";"190.0";"Rollenförderer: Verbindung zum Antrieb unterbrochen";"";
"PFT01-3507";"";"2";"1522";"190.1";"Rollenförderer: Umrichter gestört";"";
"PFT01-3507";"";"2";"1523";"190.2";"Rollenförderer: Ladeeinheit Bewegung fehlerhaft";"";
"PFT01-3507";"";"2";"1524";"190.3";"Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3507";"";"2";"1525";"190.4";"Auftragsfehler";"";
"PFT01-3507";"";"0";"1526";"190.5";"";"";
"PFT01-3507";"";"0";"1527";"190.6";"";"";
"PFT01-3507";"";"0";"1528";"190.7";"";"";
"PFT01-3507";"";"0";"1529";"191.0";"";"";
"PFT01-3507";"";"0";"1530";"191.1";"";"";
"PFT01-3507";"";"0";"1531";"191.2";"";"";
"PFT01-3507";"";"0";"1532";"191.3";"";"";
"PFT01-3507";"";"0";"1533";"191.4";"";"";
"PFT01-3507";"";"0";"1534";"191.5";"";"";
"PFT01-3507";"";"0";"1535";"191.6";"";"";
"PFT01-3507";"";"0";"1536";"191.7";"";"";
"PFT01-3507";"";"0";"1537";"192.0";"";"";
"PFT01-3507";"";"0";"1538";"192.1";"";"";
"PFT01-3507";"";"0";"1539";"192.2";"";"";
"PFT01-3507";"";"0";"1540";"192.3";"";"";
"PFT01-3508";"";"2";"1541";"192.4";"Rollenförderer: Verbindung zum Antrieb unterbrochen";"";
"PFT01-3508";"";"2";"1542";"192.5";"Rollenförderer: Umrichter gestört";"";
"PFT01-3508";"";"2";"1543";"192.6";"Rollenförderer: Ladeeinheit Bewegung fehlerhaft";"";
"PFT01-3508";"";"2";"1544";"192.7";"Timeout bei der Übernahme einer Ladeeinheit von der Fördertechnik GS01";"";
"PFT01-3508";"";"2";"1545";"193.0";"Timeout bei der Übergabe einer Ladeeinheit an die Fördertechnik GS01";"";
"PFT01-3508";"";"2";"1546";"193.1";"Belegt mit unbekannter Ladeeinheit";"";
"PFT01-3508";"";"2";"1547";"193.2";"Auftragsfehler";"";
"PFT01-3508";"";"4";"1548";"193.3";"Ladeeinheit wartet auf neue Zielposition";"";
"PFT01-3508";"";"0";"1549";"193.4";"";"";
"PFT01-3508";"";"0";"1550";"193.5";"";"";
"PFT01-3508";"";"0";"1551";"193.6";"";"";
"PFT01-3508";"";"0";"1552";"193.7";"";"";
"PFT01-3508";"";"0";"1553";"194.0";"";"";
"PFT01-3508";"";"0";"1554";"194.1";"";"";
"PFT01-3508";"";"0";"1555";"194.2";"";"";
"PFT01-3508";"";"0";"1556";"194.3";"";"";
"PFT01-3508";"";"0";"1557";"194.4";"";"";
"PFT01-3508";"";"0";"1558";"194.5";"";"";
"PFT01-3508";"";"0";"1559";"194.6";"";"";
"PFT01-3508";"";"0";"1560";"194.7";"";"";
"PFT01-3600";"PFT01-3601";"1";"1561";"195.0";"Schaltschrank 36.02.SCH1: Handbetrieb aktiv";"";
"PFT01-3600";"PFT01-3602";"4";"1562";"195.1";"Schaltschrank 31.04.SCH1: Taster 'Zustimmung' gestört";"";
"PFT01-3600";"PFT01-36";"1";"1563";"195.2";"Schaltschrank 31.04.SCH1: Wartungsschalter ausgeschaltet";"";
"PFT01-3600";"PFT01-36";"1";"1564";"195.3";"Schaltschrank 37.01.SCH1: Wartungsschalter ausgeschaltet";"";
"PFT01-3600";"PFT01-36";"2";"1565";"195.4";"Schaltschrank 30.00.SCH1: Sicherungsautomat ausgelöst";"";
"PFT01-3600";"PFT01-36";"2";"1566";"195.5";"Schaltschrank 30.00.SCH1: Netzschütz abgefallen";"";
"PFT01-3600";"PFT01-36";"2";"1567";"195.6";"Schaltschrank 30.00.SCH1: Überwachung Netzschütz ausgelöst";"";
"PFT01-3600";"PFT01-36";"2";"1568";"195.7";"Schaltschrank 30.00.SCH1: Überwachung Stoppschütz ausgelöst";"";
"PFT01-3600";"";"0";"1569";"196.0";"";"";
"PFT01-3600";"";"0";"1570";"196.1";"";"";
"PFT01-3600";"";"0";"1571";"196.2";"";"";
"PFT01-3600";"";"0";"1572";"196.3";"";"";
"PFT01-3600";"";"0";"1573";"196.4";"";"";
"PFT01-3600";"";"0";"1574";"196.5";"";"";
"PFT01-3600";"";"0";"1575";"196.6";"";"";
"PFT01-3600";"";"0";"1576";"196.7";"";"";
"PFT01-3600";"";"0";"1577";"197.0";"";"";
"PFT01-3600";"";"0";"1578";"197.1";"";"";
"PFT01-3600";"";"0";"1579";"197.2";"";"";
"PFT01-3600";"";"0";"1580";"197.3";"";"";
"PFT01-3601";"PFT01-36";"2";"1581";"197.4";"Schaltschrank 30.00.SCH1: Hubwerk: Überwachung Bremsschütz ausgelöst";"";
"PFT01-3601";"PFT01-36";"2";"1582";"197.5";"Schaltschrank 30.00.SCH1: Hubwerk: Temperatur Bremswiderstand zu hoch";"";
"PFT01-3601";"PFT01-36";"2";"1583";"197.6";"Schaltschrank 30.00.SCH1: Hubwerk: Überwachung Safe Torque Off am Umrichter ausgelöst";"";
"PFT01-3601";"PFT01-36";"2";"1584";"197.7";"Schaltschrank 30.00.SCH1: Hubwerk: Verbindung zum Umrichter unterbrochen";"";
"PFT01-3601";"PFT01-36";"2";"1585";"198.0";"Schaltschrank 30.00.SCH1: Hubwerk: Umrichter gestört";"";
"PFT01-3601";"PFT01-36";"1";"1586";"198.1";"Schaltschrank 30.00.SCH1: Sicherheitsfunktionen überbrückt";"";
"PFT01-3601";"PFT01-36";"2";"1587";"198.2";"Schaltschrank 30.00.SCH1: Sicherheitsfunktionen im Automatikbetrieb überbrückt";"";
"PFT01-3601";"PFT01-36";"2";"1588";"198.3";"Hubwerk: Verbindung zur Referenz Wegmessung unterbrochen";"";
"PFT01-3601";"PFT01-36";"2";"1589";"198.4";"Hubwerk: Referenz Wegmessung gestört";"";
"PFT01-3601";"PFT01-36";"2";"1590";"198.5";"Hubwerk: Wegmessungen nicht plausibel";"";
"PFT01-3601";"PFT01-36";"2";"1591";"198.6";"Hubwerk: Wegmesssprung zu groß";"";
"PFT01-3601";"PFT01-36";"2";"1592";"198.7";"Hubwerk: Software Notendschalter ausgelöst";"";
"PFT01-3601";"PFT01-36";"2";"1593";"199.0";"Hubwerk: Zielpunkt nicht plausibel";"";
"PFT01-3601";"PFT01-36";"2";"1594";"199.1";"Hubwerk: Geschwindigkeitsmessungen nicht plausibel";"";
"PFT01-3601";"PFT01-36";"2";"1595";"199.2";"Hubwerk: maximale Geschwindigkeit im Handbetrieb überschritten";"";
"PFT01-3601";"PFT01-36";"2";"1596";"199.3";"Hubwerk: maximale Geschwindigkeit im Automatikbetrieb überschritten";"";
"PFT01-3601";"PFT01-36";"2";"1597";"199.4";"Hubwerk: Grenzkurve ausgelöst";"";
"PFT01-3601";"PFT01-36";"2";"1598";"199.5";"LTW kontaktieren";"";
"PFT01-3601";"PFT01-36";"4";"1599";"199.6";"Service erforderlich";"";
"PFT01-3601";"PFT01-36";"2";"1600";"199.7";"Spaltkontrolle extern ausgelöst";"";
"PFT01-3601";"PFT01-36";"2";"1601";"200.0";"Hubwerk: Lastmessung gestört";"";
"PFT01-3601";"PFT01-36";"2";"1602";"200.1";"Hubwerk: Nennlast überschritten";"";
"PFT01-3601";"PFT01-36";"2";"1603";"200.2";"Hubwerk: Leerlast unterschritten";"";
"PFT01-3601";"PFT01-36";"2";"1604";"200.3";"Hubwerk: Nennlast Überwachung ausgelöst";"";
"PFT01-3601";"PFT01-36";"2";"1605";"200.4";"Hubwerk: Leerlast Überwachung ausgelöst";"";
"PFT01-3601";"PFT01-36";"2";"1606";"200.5";"Hubwerk: Begrenzerseilüberwachung ausgelöst";"";
"PFT01-3601";"PFT01-36";"2";"1607";"200.6";"Hubwerk: Riemenüberwachung ausgelöst";"";
"PFT01-3601";"PFT01-36";"2";"1608";"200.7";"Hubwerk: Fangüberwachung ausgelöst";"";
"PFT01-3601";"";"0";"1609";"201.0";"";"";
"PFT01-3601";"";"0";"1610";"201.1";"";"";
"PFT01-3601";"";"0";"1611";"201.2";"";"";
"PFT01-3601";"";"0";"1612";"201.3";"";"";
